tier,summonerId,summonerName,leaguePoints,wins,losses,puuid
CHALLENGER,6rQ2JndPXyUPUPDuIm7vVHnshU9MBbtDSVJ3RVoqb7xmlts,Kingen,1407,789,685,16SKQrO0LGujpJI-33lp-VhbE7bx7IxwB0xJItiydZdflBvTtxuPKX7HyuPFHF27VBkLHUAiIAxWQA
CHALLENGER,p9fO-N_juFQpkJ4dXhWe7CZgwj6PdNjd10ejccbvyZQHGYl7zC-IV8DhGw,dangyadangyadang,1022,840,754,8wtf-KtHtPItmYL2j6-CMsDFqRDQIQAg28Gxd4_o_edflHmTKc7f15ZhgnvwbszUiC3_CBl1EThN4w
CHALLENGER,owQ3TxmQr2bqJgL7xsnK_JJI16a7l7_PWk-pB37wdHIU8MYM,갱값하는미드,961,1216,1143,s1HVHiSg2musMDvZo1rRQBKKNNiZw0_jsnbCsjBcnlDY-KscPaRQhkE1eognfr2Z6pGuVLgzMm9XDQ
CHALLENGER,jGQsI2SMs3sz9c7BTaZCpgHFEbzg2FEK7VQj1BzVpZoSQQ,근성맨,927,858,782,0fBhNPNQ3k94H6W6-8So9Q2hOkqeFosqHOZPrU5cQgiBvN9hC6DMOzu7ulm6Gu1cRyfJngy4ZP3Kdw
CHALLENGER,wcbqGSw-mjXEY0oZkBBTJephLimbcVCkjqxKTdGIso1JJe4,Ucal,1308,525,431,eqyMu3d_sknHeEiyHvTH6PwjgJwIocMuu_h6yd05075HgaFAi2oha-Zc-uzMYtYlVrG4yWLvrZ3JEw
CHALLENGER,JyRybGthhn9zJ3Np1JGwJYtayVSXGDElaePI9iNj0RnVIQ4,Clever9,883,629,565,8GQRKRKjerJ8Aro1jaJTPSP8r6StLO_nhRgbKKBUsimy_qbZmk2EPZJKrSfAGLEmYuANz9HXdRFzzQ
CHALLENGER,g3Axjq6eoq-7A4o-0uK8PZfRhKDDvIFoDzbvnXVNIyZDvyG1,농심라면다내꺼야,1003,842,768,v52IM9vgvYQAbykHz9B7IUBFlPVAq6k-cZFSAURXIUxyYQmf1GuQ1sHzLE6hEKOSFn3df1az3J2zaQ
CHALLENGER,eQwhl7EfkNQHU8Inxd4ayYwb4dD0Nc0S5eQRoF6HHZIc7Dk,Pnpm,1344,332,248,wQB99Vrlb6oH5jH4Nc93bYSVbVIbE6gpYQvjxWv7LULfCH3wDjdOpWJ2L9RWCaPzPidlL6XNMfs-Wg
CHALLENGER,Tw3lIPhlce497YZHrn1Frm2ahJeZvSdTni3w_CNEOcDdsXy0esPzKpY44Q,Research12,841,364,305,SDPKf8Ec6LcasmiV6JnDRcD93__j3p5uE78RJ0ny3ELgvtuv7sCE9ApymsGVJyF1M6I783hU5xx8tA
CHALLENGER,Puc7_vmuWuYIMiWa9U2mFGfL_jInVaSXVBOD2_2myMRnB3o,KT Castle,1019,818,755,eUFLVdgpyLY-HJmCw1gqWQb5aMkWMSAW0sRpa75R8Ev8AVV4n-D89RDKZUzBOOYvZVAAPWwAzl_Nzw
CHALLENGER,J4Or_kjSWxc_yKh04tH-unBMziEuxdRfGITgxY1w7vVeGw,WilderR,869,1106,1050,F1o6QAH2sEplPIdRcN1fMW3003Gwo7fnvxOe29uhriVoNRfRSDJEsfY_PaVDMuyg90F8iotLnxgvTw
CHALLENGER,zjoMA2EjX0n6S47bAtbZabBQ64ocU1EXMHc6KdL7KwyPRcXs8XVuUn0yZA,날감히다그치지마,902,526,444,VAy5MYnmSHYDBA8dmT8ecA5k9xgFtBU4wFaMCqfa2Jj5lO8dZzOg0cgvmTernPFp2p2DLbOltLPRgQ
CHALLENGER,m-4-s14ay2-HlcHwB9-q44GVSFdnlUB8yXGabYZsg9FLOpE,T1 Zeus,1189,580,506,mgTx7CM5HK80dK4tTwmyqszQkE2R2A9JAyj5NP-ylhtqofsboRH3w4fbpyt_4V8xls4vzjKvwB91_A
CHALLENGER,ybQWO3uWY2AeNvv0oZgkspqN5aFR0JDJNDEc79NaGlB2uk8,heeseong,868,404,350,k8CTSS6hNHg7yCJEpi-o3aoL18jGtPmPjSZex4PO13_hk1Utoeg84x00gvZJEqDHp89CbRcIcmN18w
CHALLENGER,5cFMRipcKHn20z5uyVPRH_cOeGDsrCH5fSGg1zo1eKkh6Ho,GGGori,1416,460,366,DQ2KlP16WSDEJWQt8wW8hQ9FvIyjg75EhF3K9Woq8vvNnIAQlXMx-nD9_4aVNbDP68YaMifFpG2bNA
CHALLENGER,dSJTd63CX0hOC1QGzu_rpCgYeYMHi7rep_RnV4emHj3ZZl8,한영원,909,360,289,uM8LFsR8wltiQ20uJVFfF7RmapOI9JVSqDhT4KV2jz31Sz9v4lWN27Ka-iczdBf9mof18qu7K5gFnw
CHALLENGER,NUNt7oNjAG3a4KSCzLHSxKA-rEUJ9tASwz2jzJnE2WwsyNs,참새크면비둘기,1287,417,343,XSXnZGLFtdE7y5U4fn5akwU6nu690x_mIEhFwwH7LvKR5D7MNrCsIPvjE4bfHdya41uO4GHwMusbPA
CHALLENGER,lwhfRipAjX8fcOt7z4ySE9rkQR7KeWCIugE431EwIsf3_zY,분신컨트롤,1001,302,235,sPAuW_X8pVyiyhqBRawbKQHKCeLvC2H8MwIIqRJMzDIUMujtEkQGpNZ5eXVRvNVJUykonEza01p6GA
CHALLENGER,yDs-LMUAIFxRPmFvjzPL00fHnJQ4_IAfMiUvlJ5mkg9qjvIFxNSBoesh5g,나도 행복하자,876,182,118,bTdSzLNC8YjJ5mhVVKPJ-V5HwKXAffpL-3JPp4IbTUuqGoZhbmJn-DoOB3wTh50JpF_X8MCy40JOeg
CHALLENGER,NkO5W7Nf0IRWnXf4CfMO-WXLkYCaJHoLXjcx0YCzErwvKsAsRW4wBc64Sw,JIAhyfcnlczzyjya,774,370,309,MhC313nXMIfWSwmHzKuOVKe0SegiQNqop5_IH3npvgsZPpHQvRMAcme4cZwg6U1g-ssB2zKY-vJ3mw
CHALLENGER,27DpakLha0G409clyh8YIbE9T-yah-RyvLThN6jf2r9Gbn8,교육잘받은도구,888,349,294,M2Ijonmg-IYf3F4A_sttyoBovKY-tBWfNb18ARMNpIjnugXNXzZTvn5vcUyelOeV03CnNAmhE73eLg
CHALLENGER,RsYW31nHb5N3LaWVk06wwjsHuJ3loSSlFv8HfehaF5ewtBg,극악법 경탄서멸,972,544,485,11GSSXQhj2mIgu5HJszUBNS4LKY0oY6ljSwIs6hX4Lag8nChNid01_tx1NBxwIoym6-EsP9mTEjvFA
CHALLENGER,wC_KZg2HdNO8aRaMMzPCG5I3SVcmsOyYIr4rL_KDrlSi2dw,pzz 1,1059,318,246,hneYdlpgXxave_A7j_tVkZyT35wf8xdBLZilgdTJZ2jZfxyhXYwLYvAxluE3a_Kmm4kQIWzGy3degg
CHALLENGER,EEKO9oIH-nQHP3Rwp7Qa3RXaCO7ylLMnNjVqbq4gzFRZbE9CZ8HIuGHbBw,long yan jing yi,1019,383,306,q-Rxpcg1rDsDQQGIGyG8syKfFVVYTdVaGxmOSFdasVGoiNuaXgzNYDrcOkyyI6j4xL1uc98CdI_54Q
CHALLENGER,O7fau5htbRFDEl8YAAlPlkB_a7ypur6fotZ7OLJyOS2AHr7__JZw2mH7UA,DuDu11,1175,803,707,MSCOO8i79fxeQ4Kopqi3PLidvLStYc8-6BMPkANixf0Va2eS9PM1wWCKDuqf0ZBxYim-8t9YnnuW8w
CHALLENGER,4JuvH3tbCxVLp7NewYmJyI_iXw0S0kLnrz_6cYAuL8hbJixpgQam3fxTUw,zhongjuzhizhan,873,485,419,lULFxpSov__0mFOimIVYbtPKPSQi_Nxwv-FxPKtWhwVukI_L-U2JIZkIX7OmL_0kIaFvzBt1GV54kg
CHALLENGER,0kgU1-Kfo8y2UXcxKnVOnxd1suiFzA_TTeT9vPSiXucHop0,gasagao,912,909,840,1rY8zF4l0N9EY4YOsoRnW6qKFgvihzL8aDiofsfY2d6cvozkRWFWcxMLFvZIn6H3bJfsVR_pVbzWog
CHALLENGER,JUbdpVrKl6m__RYO1g-BLYWF32MOFzP7inmgtkAqPeqyVj0,호야1,1101,487,419,zhmw7b5JWxOJ47QVzqKpV9hTGytqv9tXBIHktGmSAD3TYmHdY3-YQwodRyr9YQ8f9en5o4jLMa065A
CHALLENGER,MMAKxb_rNZp5reRNz4SbSJWso_rr8VaSVoGufbAMGiMw92VhhwUdPWDsWw,FA Young JG,953,308,241,-E8VRE2-jstEdPZbDUgYsodQ-8DYynZZgft4P7aD00ab5GRtTyRwESPQep57TBVhbibgfrfuTDh5Gg
CHALLENGER,_MSoM3rB2zM8ldlMHLOtW_gAQBfPewyFcQr33syU4uj9v_A,hirsuta,898,318,263,za7MNBsvDWeVl2VBbXfn37gKZldEa7kKxtxxqB4khAFpUxlpGNHvWd4CbZ03A_PcSG5huDNxCK4xXQ
CHALLENGER,bFvwOfrwyRygzQI-Eovnrr1P4q58fw3_XHMjWO3GBoOP80g,yuugi7,859,266,203,m4iyymoYNBUKLFI0ZAQe3W0CLsOFC8zaOz_S0bW2otivVLwZJUGD1LxvYoFP2PzlJP6poGp_risUKg
CHALLENGER,2v4Q6sZWVQ3V3pxqr_Uo0vpVfyl3yRo6hti36_hNWGKp7Q,시부야카논사랑해,866,666,584,NY15-ljS0-j4bRkOofyOYgwaeAndspjZTl0LEu2kIvBI66qaclusDqXRRMPa23TRauCNnL4_EDOLIQ
CHALLENGER,kDq6J4sSZAp8EAkizXDA6zTeqdERv8KTXsrBCyDhnGoeJU4,해강고 원딜,877,567,507,syeTHBi-KLKQjAmuDtxXJN0Hn5PWwsH4cg1_ZgTBunB3ajHbAN03sYtbMsvRfKK0om4kE0iNHdhpYA
CHALLENGER,WT3IC3H4wizRzhxBKFV1ZbjzrLK6btAw8DOY1wBem3P7fAc,죽림초,867,1057,992,0NB4_1BedoI4BLw8yvtzyYku-IDmROqn5pK_le7s2mDREDm7Z-P_Dz5PL20eoGmfEs0dFbTh2CAToQ
CHALLENGER,4nMsDHq4FLMYMZfTfi3TDdvZ7QTlqadmzQQQV_W1vKW6vM18I-I0NcBthw,구글검색제드팀,1215,306,222,0
CHALLENGER,SmvTCOYmF8TvlfeaPWv4Jpw87cmKU85FFdLGGgo3J48CqdbF,재훈이의 모함,982,1006,934,tLrKyK-b0FrtMR1XoKelMeU3xz1mmD3W4hphDRZGMpAr0ZkyJlD5rrQT29tCV_YKwYwArSq8Xr7XOQ
CHALLENGER,AcbfPEveI1OMCGNKhS-i1tKx3gwzB44UIhrsc9r0wUrU77A,다없수질,1311,581,504,JoWROgUgOfUDt-DIAkgdx2fs-tyh8RX9l74Lu_SKRcvtFsYi2yOlURF0aovzI2QPopuT3XIHmYujWg
CHALLENGER,E5fbHh1Yu4RgJARkO9hZ37n8joKLlM2zv_4-WitruwgSrVI,Shadow HamBak ,1015,318,251,NL2ifQW2abDCPAt5iT7urhJ50Tm1E5paAPknd6yJnov7TqK3AVYgAG4sBPoTMLDuqu35_oD69AC1rw
CHALLENGER,9yp1WiNSDfAB5uNxXoAmqOgARS9-D1kCMPtO-igZx-PObq5ihVtkJcXiYw,DK Sa1nt,822,561,503,JL9lXId_H_essrYSK95y2AOBCVSDsY382p8QY7l2P8M_4VbBvF-BtgZLT4dS_DbjLriRZ_s-033aZA
CHALLENGER,1uRUe-I1OG7mQVobIcSgLDc_mL_2tRTnwrQoU_2S70VPc5M,누쇤퍅,1144,828,756,7cCP19iHn1brDA6ljLiQ96KjJHKxncK2cXRkMiK8svfdu_SaGvOmzxnVxq8xE9V9aeGo5uZtz-Jz4w
CHALLENGER,LcJ3CRbdH8YqmNVZ-uH7tj0zFjGG8r56QlNOyLP1p0DxzD8H4qE-xrS6Rw,Hea1thandAhn,900,264,208,th3Rogov6-6waWcwzllKhWSgQCg7nvlE3t7eOWqbYbTYtrmkb8M89-rqG8u-g7Wvc7_oD__tWtYdqQ
CHALLENGER,SyA99ibZVK7FCc77I_IEJzBEZK4Y26F-PQROMx7-f1enBpNCg7TAbTiAAA,재미없네롤,859,259,210,UHb9JGZjeKR0OgJEfU9G4eC_eK-VNYuJ1LYPlMv-9rUODl9Gjiv9YWrqSyfcc6EwaXqSBsCHsUGfZQ
CHALLENGER,zbJmVUvTR9iidImGg12JI081-yqf7YOK0hEDj9zvbVpFl2w,태기베어,924,343,278,bhx0uSP67SvABJp0WEfTwakClq6Oq013Bb3qyuuHGi3AZjKm7V8sOR0slhNzbOppWiYgUQ0fvogS1Q
CHALLENGER,8Rx2Ew7OX0IKnhQDaCDIVZ99SRX_UO4Wpj3SRYdFg5UnGKM0NEFLvD7csg,chongxinkaishiI,925,657,588,Uzg3MsVyGtwNPEoeTAGkIlctIpcoGWHq-OnLjXSpnGwFX8BZWJTWERBFvE9KWM-rBVMNh5EtEFFCog
CHALLENGER,9r8L7sx3IcxrRShJw1NWTHiKvWMDebU5v_Slcqk4yehsi4jS,20200902start,1029,322,259,9VDcn-JUC6k8XoxuxeVDUrIopkin8xzrHil6O_dCfaiygzssAofzWgFEBGa1hc5O7j3qII-owu2VWQ
CHALLENGER,WdnAQ54ppcpIHiz8C2ehHBTTbGcCJohz_rzS6S-QFkK1_Hg,돼지와함께춤을a,862,643,562,F9JMZeR-VqUUMc9ftfVK2oH0PODgPPJJogoTqyGGeSaJnd-HORVpXuM6-ROapd6MDnUNXTLQXrGFBg
CHALLENGER,NtYqJzvZK6-4EXN_EUXEu9viu7j8voO9BNmrbnQzGDgRwgM,디알엑스 태윤,1243,629,540,vOz2TxpinuKbJ44pZhBFfdU85tSHAfqY58FeP7lf8osbKMxabHAnKf1xzYEsfWu26v2vUbfcKR32qg
CHALLENGER,CaCD-qjVC2Ji51P_88eiY-Qo1u9VSOnvPEMolPE--5YWKqc,워너비해피,874,192,134,ioGu-MLYCxO3hJo-eYxMOS-ou6mJrvlIWGrnv1Oj1Cx2dRP_UlieWsbUm-ZCJSi3FTVFYZAPx0fSAw
CHALLENGER,eMoZqlNyNBQOC1O8l3PbmT1beFIbm5Fz4G0AN9SE7WfL0sg,오뚜기3분미트볼,1179,348,270,wNZMwDcHsqgaUHzQbHF_j0VTBmjU4b--4xU6yk7AsbJxhLwngWl9JXjHhmuzUl5h7bQLqtXQlqNROQ
CHALLENGER,F8U5bMK45QKJRvB1EtcDq2zAN5YfyRcE-ytFR-pchB8dbqM,호잇이,1036,907,839,GmM9z0H4nQKBG8oZhw5qh_3XF6xqwPi-t06c_cBTFeVrKbzVI9iwZactEKbp_Qw09eR6UqEILyI_-Q
CHALLENGER,WHsxQqNFr5c9HeVB0KDvhc-68XF4UOWzbDtqv5N4gCYUaBI,Px8,861,667,614,81NELPVgbIEHVer9Q6r55sCrDx9DHqAL5yxvE3tGjZuzfHSfINnOXrh1UwjF_qT6L1n3BVTL1_Hq9Q
CHALLENGER,uQAdZUldnYobdSYrQA3b9feTXfQ4yyNVa_oMt6qK2jaAWYwHxGoL-p7Ryg,역시폭군,929,409,353,-o3IxqBGMX8X6zdco-mcqpFJ_rBKIlb7rXpMmSUosE-_LdEAaNSNFT_glRGRjWMIYmx6gFhqfqHcjw
CHALLENGER,rkinmuzzVZ0S5KZww3phMSROg4-WpvYaEZsHU-a9gfFQciOX,choooovvyyyyy,925,406,347,Vb2AK7430DHVQQ6L51t0rOXwC1-DcNmyPSmOfdnP-Bqy2fnaHsVguZGmq40agR3-qTK7N0tKuYbctQ
CHALLENGER,CZf3Y8maZnEzC9STMfVbO5fC3PNRFUEYyQthq6Q7q8aiZqw,NEED HER,894,510,440,aBxfwtHfkkfNzHNc6C1KatUt6fsrqnAmonF1K68qeBANo5fhZAsT84QgPV8LhZvaF82xB6i4l1Gs5A
CHALLENGER,wH1vKxobgskV-pjYIOHjRpJtoowz9eVrw3cDpWsFaus4Yjs,Shadow Ruby,1055,552,489,pfIb6CwycXnC5TwngX4La9gmlt0jexyuClZXBk_XzWQZ2Sd7Nd5fYn4LL4F1iq3vfMSBlOEcCetd2Q
CHALLENGER,ByN4glk_w5Ae4HJGjg6EZCYlImwXmUP8PVOWU2SHvh8GmKA,deokdam,858,618,552,7MQ5ox5fz3xBtTNvTGWKXLA-El3sCqoz4uhkPUaATEpFlH1Ni0zR647PzMpRxwuZREx-B8bCbnUelQ
CHALLENGER,DIpgbVmbnfEjEpqF_Ng_MYFAfxZg6fAMzCqMKFuwprbVUk29,FA YuriKR,884,228,173,5MVfE6Psei6Tz2xbALGNEIvdGufq_ZOpVg9asOG0bxMEVwaGexEI_VyFLFKNjN_tlqTo7-aJmP9u7A
CHALLENGER,4jH6jm96Jt64_dzLE1xYQ7_Sg4nWWGy-W7KyDMGE2tAD9pE,돌이킬 수 있는,902,652,599,i2HKiyx_QXSHXDgXW7vyLFuTSo-XfL6Zep2J1b0ZAuNNl82RqIoBTdw5L3eXweCKfmlW2TsdmeivNQ
CHALLENGER,24LrIhybRFWcPb9569669BYv9QlsBOSMand37TkYcylU9Wg,칼과 창 방패,1002,366,296,clhsNlxBdJ0UrBFWBMK6a94yJtpZ0H-T8K_mlbcNegu6bXBJ-CFBybg7mvS5w5iTFGpO01IM6uTY4w
CHALLENGER,7DhqT5KF6ltdLhMO1yiA-HbrLahLw1ZEP3yLZuaZMk4fbuE,vlrhsgody,1129,307,230,Kq6EzDXJCAM3quWnyevNsQo-FXHhLjxjyO8hBzVcfVFqqzNeUerf0208E8p973Cn7q2PFRzcjAbHnw
CHALLENGER,V0KJBYaiQMVODFvs0p4YDLfke9GowrHUHve5EGLO1WlHxqeO3rqn3o21-w,tan hua yi xian,846,973,905,I-Ib3jpAqEPH4GHsXR5ziNM0M8bdvT3LITkx_-c2Q1hTsB2gKw_r2Jlir8fLZHjNnSYqKK5nWSd7_Q
CHALLENGER,PtgewZ62Hrl63W2muElJgupOiD91gEDMM4fzOCC6Sgu4jhg,xiongmaodaxia,1216,752,667,241U6JoujksIO0MYllMjMG5n3JRGAJ2mw1SrnMmZGAjKsGhNkfHZCL-OfuwwxmxCESUhwhuVhYRNDQ
CHALLENGER,IpQdZNpACnU9aK5h99yXmrY6rdXezoYRii63q_hKxg7bgDo,우엉멍멍,854,655,594,RqevfT_USBpSSGs1ML_b27J6-c2MgatbTzC55l2AxcYn-U4BeDWLYgMBIjVmU8_m_qaMBRmq7Bf0yA
CHALLENGER,nB3t3MUkXTp5fYJA5dcLNelTaKQv446ibt1vKMXytfBKUQ,유백진,910,724,657,Y6CZlFQoM-DIK9VRWFO7dAmpiGtmMKXslauZQe61T4No5tMNJyySQOX2807ZaujXq1T8Kh7UFL2EKg
CHALLENGER,orJEQJGzUPpJVt7zA2F0rYcSUedzLNMUk4mKaE9boDBSDtE,zzczxczcxcz,857,835,783,kGwa4ZpehBK2hix3_iQuKRHLVFByViPH3iS7Mo-W_RXWRqdKWjyQL6l8p3juWVMBzslw0XUBldn6_w
CHALLENGER,AuGhGssMwapUdmePj_TG52pAhjIRM2OMNnHzipqr1pMkNLw,Gen G Quid,956,1647,1569,Qm4EH_ec92S0-7TJGWzJmedoUxEa99kFbjtA1x7RsTv3RllnsYQqsoEZikcW3ajwZi8kkGDX10ZyoA
CHALLENGER,diWtsFzDPFJdcmUo-jtgtCcQOq9DEQ6lJNhXNmSTQFFj1Ds,T1 M1reu,1009,532,466,BFw7XOZSvYSLQPIpiYtJECX22ukGdMpLj5wjyy_zPsaiavldAPxlAJEOTd3EbcJZwN6NqhYnK3DzwA
CHALLENGER,QuV8y0Zek1hJ-zbPO9Xmg1hmiWRGcmH3RbfoQpIgatSxYfo,FA Decky,1198,1116,1029,dRi7TNBSqadUG4TyJHS0Lq88JykhgYysmdM6IpzuLxoYYVttLZM7VfaYcFu6oSPu5yjk8qu2EJYYIg
CHALLENGER,LdlzW7NSF0sV5PvrxGMRH1TydEjoAjMlAOlHpmZ5K6rnwZ8,으라차차으라차차,1153,193,117,AoLt03dRzvnVBd3S1CvRJ7NV95B_uOw2kptyf8hj2pcCWRYMotFa5f-6UJFcQaH-EbVHQgIgedcMzw
CHALLENGER,sXxjhdPJDoYns0Q5q1TMm7haVKOlzT0V69_0nAFeH6jTPYk,사 용 수,1006,1047,978,b-HhboNY7541PHa3o7GQWuJq8WrtrJUed06Z6qRUNTDDF1Z6_dK_NijqPZy91XomcvmiT2nFgak8kA
CHALLENGER,P5I0LrgalPuMFxB89o1TOnIh2rsCmIxgtTIzdpRqNxL7mgM,늙은할아버지,867,562,496,NnlqYR4wzEXiDnAFsZZpiOE2pHTXWDbiOsgAcW5mnWKgAnaxMALRWUyab2maDVYSCr4_4wz9n4xWTg
CHALLENGER,90fPoLmlOONZ7JfCEJBKREXFHtIWpmx_Rmpo73658UFAwA,JustLikeThatKR,976,806,746,lDhtHr5lcyZCn8ZkfpT7UeIUl3vQV6ouSP4Q9J2jnPQpKnhpAg6G2cpgz3RQMr2w9rFtQaOo3msFMw
CHALLENGER,aTX_1optgr_r3wzJ7sUTfomPxxL3SG9qR-no-4CR0eo8AtE,라쿤99,870,441,380,zxGqRhFXRLA3_pclNu38kkn0jRKgusHecKgtK9yeAdkGP82F-0X4BiIWylEXt5RwddQeEcJsiAQc8w
CHALLENGER,dH22frkvvxiyYLR87ZzcHFOtNK-GhGCva3YhUSYRYUsMtw,HuyaJincanyi,951,497,438,qLByRMN0dzf1bxPpwz7xCQ1Fbi0Q4fwbsdos9_h9DGuC9aj_anZ2HCX50S0-UD3_pBxtiTLGbvZ1Ww
CHALLENGER,GSBOhygRWpQ2KAMdrNvJhwJNSeK_ZELbMs-8dGvcaADYZfc,폼 팡,877,1154,1084,k1SE4wsxBYtdNS3NZtBYicRawcrJyRhQaeD-AF78wYzNEN1v_Q4QetywKMmJstlswZi4lufYku-U1A
CHALLENGER,vFmOajmLjoFzndVd-mxcgzzhh4p3v0fXkpqPwvKKm5Yu3a8cnzHk2NPzrA,강태동유승승,873,180,113,uo-Gnz1-R8RqmBBDRfPNLvOB7teiDneG8sjcsUAwE10FvpFQ8ot_G71qUuA9bDOo1cyqR7YD-faCow
CHALLENGER,APx0GOi1NbQgDuBihTin5fGIb1m_Qf8bnRDc6BxlEeFqzMY,와인 한잔 주쎄요,951,303,240,AC7CIeo0IwLtL21AWVyD-znGUpgSJPa_4aqk0NmY2_YbLqdvP8u_52GDkvJTJcveX57n_ov_OBGUTg
CHALLENGER,R5BKiBqJa3b09fZCPGLw5zVzFq31Bf08aLfDYTDI3VbjHME,물좀 떠다주라,849,1708,1653,9b-pxtX-B_WExEABCOv_dsRGIQAXZw7Mvk9_Ux3fVxbmp0-jqW9FAmrWIBrH8qZRWutzj-85Rl9JLg
CHALLENGER,DFbrbiZX1xD5XLvKcqr-BYEvlkmsFEq-chrF08aH1nd0esM,워웍뿌삐,898,509,458,vOul6DzpWsYM5OY2hnk8rGPaJjI4KjfOrNv7D6m9v_CwqZHCHAN6CEqgJ32AFFTUTKAzNw1jSD81Ow
CHALLENGER,N96PAIdNm8lC5dbHFmpmsVEp-mRLjgCWjDgbq44TaYnXMyk,Gen G Peyz,1316,1234,1148,vlhVw87brrIUm8le1qLYbOAzuZa1xs4_hPozfioAt-0MgP9EeV4IIPdoy2sKwJUywpFzgDxJMBOo0Q
CHALLENGER,_D4Qy3uqHe5FAb-BP0zHeAMuqG_-nDL06h0a5HVkpY_4Q8uVWO6ZUWxIpA,우제우스,1504,649,548,5V97o-kntJ9XI138P3ypffNdPGezK92dVhZ2EWAdIf_g5QgBlWYs6G5r-gZkj5XjrsqA8a5GQAblmg
CHALLENGER,WPRqButGh9-BH4D7EVNXgZ99VrZwfP_sMXcbgqEh1562-m-N_yHMEO_B8A,bonnie123,1299,1045,963,BaalqLR3jSNKW5baKSoFodQqrZqhB8x0_PO4s5FrlkTWNwZuJoOHbPUDQtctEGUwp5TYGGSYkwRbSA
CHALLENGER,-L4kkrnx3mxqZiEzWcZWH5az_qVz-XWjWr-IckFjI9Nk9L0ydF1J98c01A,LN party,1008,1011,936,dSCo-SKqakBxCB4SaflK1ZlqQX3IS7UkmsBb6ikVSXooi06nJ58h9HqCi0lPzUftSA1WIGXgplrKww
CHALLENGER,z8h82G3BK_WmCbC-wAO7U0vM6Ev-aIUgfX9CHfmgA1n8jCI,fuzhu carry,1028,1056,991,u7xt6Pis5WHzOZpcSakjbwNb0-h8onO1MskTSCfjt-ogn6ajP_S946afuG6HbnPDF3yrwVwqM9QwkA
CHALLENGER,sEht0SFCM905KHNQVQqea9z0Bap-yijhMwSdSk5gzhFfEI4,구석에앉아있기,859,288,224,Kl5arq8d8o0VS8oj1Aqr9jxaIYU1tn87XqujwsF4b5-a8WVcoDoa3Rsp2IRVeuJFJSqaIUwkIYGp_g
CHALLENGER,ZBT_cZ_Mv3LQJULkgvVSsbzao59D3GyVoErwelhNFm2pLFc, 나차가운 마음,1005,613,543,cdIOQZELVladi0otbe2R41aIAGiillJLepXL0NYpX4awhHTj5JodN5xE6rfFdSuCQh4T7yDHNYQbgA
CHALLENGER,B9jgRDRWc6eNQXlZEvlZsx3mchw3v5RKKManaI-M6IT4NZI,그리움 설레임,864,298,213,G6AlGmZZ2vLIWW6xisls7qKcY-aa82eikACM2EXdUadjb7GHVuE_KMSalv7JBDR7fvwEFSniEnSOrg
CHALLENGER,Xo3aGJOvNOoYrEuSMdBzHRYS4EW1Av68GpT3imfPn90TEFm_,Y0UTUBE Axiyo,903,538,465,c_0VbX3Kgij36q7aBchXJfzit7RgFHHkrJSAgwsgF10mP_i7JZNtiKvvSgaa9d4LnySUtG5D5TemLQ
CHALLENGER,m7YJ9FJ6hPYjNeTR4pJH1aHUqlnchQoLhmLOqUXYSyPB1-lf,Mg mid,936,1317,1241,JQ7NruhI378-46HUjjQ-DXW6bfO9NpS0iZuhlgWfEURMvh5mYqWays7SRyc7-2bxYueDVa5FHTc6BA
CHALLENGER,2uTIkRvnbWbxGJ0qcZWFncCZdNnnqueGt9iznKrQCmFvh3Ouf3n4TgBS1w,Erilia,1112,109,54,sDzOa5uB88bgymU32cR2aVfCf0p3ZEl-yGvSmhp3DNHUy44rJvjrO8vLr9cmVc7chfcgHwTJmks2UQ
CHALLENGER,vjyJ9cDrPlCSSxMICHX9ByFrTdDECxuliy-F_GU6QHWtfpA,Yorick,949,648,582,qyzo6xnVibQMTVJER1mEvnsHGVIodTaZ9_8UhNUeA9OawXpK1T7TUexFEKxxbNGam5UgkpGia9tfAA
CHALLENGER,O-hV4epAt1zF6kCT1a5WoMU2pVQgEP0E8OEH6-oXo8xHusc,조까안해,874,702,622,33ns5H-d_XIvR5iAPtILjNqh2UL_Xu4N4FSJ8NRrkqlxJPzsK0dNX5zp57Xyk5R0mucGTQuFDsjmcw
CHALLENGER,kkEqhBaLOQuihvmubCg2gj7tqb-m-fF065kJasULiEhEHNad1C5M1Y2HSQ,502 Error,867,172,133,A0gyLZHmar-rYOQ0rTtGXbSPoABwj1wt3HfSt-ztmV9bDUqT4aKfRLfUgIUnbWt5sa1ebXDzn94laQ
CHALLENGER,Um8a28EnIeUB7P8_6HbrgsN_AHxzxLP1IgJUu5_htDF6CGgV,Pier0,952,1077,1007,lD_-x3NLA5nY7o8b4SB9qiSPTNsESITio_Ns-DBl_6TTEEmGMVCEcnuibdIaA_J5fcmOeDDfrYMZlw
CHALLENGER,AfpeivPlPV9Qm3FQc75PBkNZCKVGRdDaOJtRctuJaB5yJ6k,Gen G Karis,1138,622,540,bDeGM-KMdJ3OlAXZxEwF_Wr2a6bDBPCgUpv7x87dv0HyOcpFBD6Lr3jlfIpoG1Lp3k5FiV37hw_K5w
CHALLENGER,qMZgNEwVQrM33B2aEdwyF49C_fEd8u_MjFtUgKU_Pc1PEy4,ADC Honey,916,478,409,HPWOajBYPKHeU088huuJvZKM-8QVNsbcm722-ty9cmhx0uPg87TdAOBzEQ8nD5HGuqrY5tYqwYgP-w
